2022-04-08 05:42:44 [main] INFO  com.config.ConfigApplication - The following profiles are active: native
2022-04-08 05:43:08 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=13c27452,type=ConfigurationPropertiesRebinder]
2022-04-08 05:43:09 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2022-04-08 05:43:09 [main] INFO  com.config.ConfigApplication - Started ConfigApplication in 31.858 seconds (JVM running for 33.668)
2022-04-08 05:43:22 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2022-04-08 05:43:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2022-04-08 05:43:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 70 ms
2022-04-08 05:43:23 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@70a8a0fe: startup date [Fri Apr 08 05:43:23 UTC 2022]; root of context hierarchy
2022-04-08 05:43:23 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@70a8a0fe: startup date [Fri Apr 08 05:43:23 UTC 2022]; root of context hierarchy
2022-04-08 05:43:39 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5aa6dd0e: startup date [Fri Apr 08 05:43:39 UTC 2022]; root of context hierarchy
2022-04-08 05:43:40 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5aa6dd0e: startup date [Fri Apr 08 05:43:39 UTC 2022]; root of context hierarchy
2022-04-08 05:43:55 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@66c499a6: startup date [Fri Apr 08 05:43:55 UTC 2022]; root of context hierarchy
2022-04-08 05:43:55 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@66c499a6: startup date [Fri Apr 08 05:43:55 UTC 2022]; root of context hierarchy
2022-04-08 05:44:11 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7b1bddda: startup date [Fri Apr 08 05:44:11 UTC 2022]; root of context hierarchy
2022-04-08 05:44:11 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7b1bddda: startup date [Fri Apr 08 05:44:11 UTC 2022]; root of context hierarchy
2022-04-08 05:44:27 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@435306a4: startup date [Fri Apr 08 05:44:27 UTC 2022]; root of context hierarchy
2022-04-08 05:44:27 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@435306a4: startup date [Fri Apr 08 05:44:27 UTC 2022]; root of context hierarchy
2022-04-08 05:44:42 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6053a8c2: startup date [Fri Apr 08 05:44:42 UTC 2022]; root of context hierarchy
2022-04-08 05:44:42 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6053a8c2: startup date [Fri Apr 08 05:44:42 UTC 2022]; root of context hierarchy
2022-04-08 05:44:58 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6823d32a: startup date [Fri Apr 08 05:44:58 UTC 2022]; root of context hierarchy
2022-04-08 05:44:58 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@6823d32a: startup date [Fri Apr 08 05:44:58 UTC 2022]; root of context hierarchy
2022-04-08 05:45:14 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4534d615: startup date [Fri Apr 08 05:45:14 UTC 2022]; root of context hierarchy
2022-04-08 05:45:14 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@4534d615: startup date [Fri Apr 08 05:45:14 UTC 2022]; root of context hierarchy
2022-04-08 05:45:30 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@62a3b1c0: startup date [Fri Apr 08 05:45:30 UTC 2022]; root of context hierarchy
2022-04-08 05:45:30 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@62a3b1c0: startup date [Fri Apr 08 05:45:30 UTC 2022]; root of context hierarchy
2022-04-08 05:45:45 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4694a4f1: startup date [Fri Apr 08 05:45:45 UTC 2022]; root of context hierarchy
2022-04-08 05:45:45 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@4694a4f1: startup date [Fri Apr 08 05:45:45 UTC 2022]; root of context hierarchy
2022-04-08 05:46:01 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3a7839f1: startup date [Fri Apr 08 05:46:01 UTC 2022]; root of context hierarchy
2022-04-08 05:46:01 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3a7839f1: startup date [Fri Apr 08 05:46:01 UTC 2022]; root of context hierarchy
2022-04-08 05:46:16 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@ba0e796: startup date [Fri Apr 08 05:46:16 UTC 2022]; root of context hierarchy
2022-04-08 05:46:17 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: classpath:config/operationservice/operationservice-dev.yml
2022-04-08 05:46:17 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: classpath:config/application-dev.yml
2022-04-08 05:46:17 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@ba0e796: startup date [Fri Apr 08 05:46:16 UTC 2022]; root of context hierarchy
2022-04-08 05:46:20 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@519480d5: startup date [Fri Apr 08 05:46:20 UTC 2022]; root of context hierarchy
2022-04-08 05:46:20 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@519480d5: startup date [Fri Apr 08 05:46:20 UTC 2022]; root of context hierarchy
2022-04-08 05:46:36 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5f4e408e: startup date [Fri Apr 08 05:46:36 UTC 2022]; root of context hierarchy
2022-04-08 05:46:37 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5f4e408e: startup date [Fri Apr 08 05:46:36 UTC 2022]; root of context hierarchy
2022-04-08 05:46:52 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@18f2042: startup date [Fri Apr 08 05:46:52 UTC 2022]; root of context hierarchy
2022-04-08 05:46:52 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@18f2042: startup date [Fri Apr 08 05:46:52 UTC 2022]; root of context hierarchy
2022-04-08 05:47:09 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@38747deb: startup date [Fri Apr 08 05:47:09 UTC 2022]; root of context hierarchy
2022-04-08 05:47:09 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@38747deb: startup date [Fri Apr 08 05:47:09 UTC 2022]; root of context hierarchy
2022-04-08 05:47:25 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3f171dd2: startup date [Fri Apr 08 05:47:25 UTC 2022]; root of context hierarchy
2022-04-08 05:47:25 [http-nio-8888-exec-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3f171dd2: startup date [Fri Apr 08 05:47:25 UTC 2022]; root of context hierarchy
2022-04-08 05:47:40 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5c34fd0: startup date [Fri Apr 08 05:47:40 UTC 2022]; root of context hierarchy
2022-04-08 05:47:41 [http-nio-8888-exec-3] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5c34fd0: startup date [Fri Apr 08 05:47:40 UTC 2022]; root of context hierarchy
2022-04-08 05:47:56 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@2afebfd4: startup date [Fri Apr 08 05:47:56 UTC 2022]; root of context hierarchy
2022-04-08 05:47:56 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@2afebfd4: startup date [Fri Apr 08 05:47:56 UTC 2022]; root of context hierarchy
2022-04-08 05:48:12 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@ec9380c: startup date [Fri Apr 08 05:48:12 UTC 2022]; root of context hierarchy
2022-04-08 05:48:12 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@ec9380c: startup date [Fri Apr 08 05:48:12 UTC 2022]; root of context hierarchy
2022-04-08 05:48:29 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@47a79cef: startup date [Fri Apr 08 05:48:29 UTC 2022]; root of context hierarchy
2022-04-08 05:48:29 [http-nio-8888-exec-8] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@47a79cef: startup date [Fri Apr 08 05:48:29 UTC 2022]; root of context hierarchy
2022-04-08 05:48:44 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@da43b3e: startup date [Fri Apr 08 05:48:44 UTC 2022]; root of context hierarchy
2022-04-08 05:48:44 [http-nio-8888-exec-9] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@da43b3e: startup date [Fri Apr 08 05:48:44 UTC 2022]; root of context hierarchy
2022-04-08 05:49:00 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@71368d21: startup date [Fri Apr 08 05:49:00 UTC 2022]; root of context hierarchy
2022-04-08 05:49:00 [http-nio-8888-exec-10] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@71368d21: startup date [Fri Apr 08 05:49:00 UTC 2022]; root of context hierarchy
2022-04-08 05:49:16 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3df34897: startup date [Fri Apr 08 05:49:16 UTC 2022]; root of context hierarchy
2022-04-08 05:49:16 [http-nio-8888-exec-1] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3df34897: startup date [Fri Apr 08 05:49:16 UTC 2022]; root of context hierarchy
2022-04-08 05:49:31 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3989f9b7: startup date [Fri Apr 08 05:49:31 UTC 2022]; root of context hierarchy
2022-04-08 05:49:31 [http-nio-8888-exec-4] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3989f9b7: startup date [Fri Apr 08 05:49:31 UTC 2022]; root of context hierarchy
2022-04-08 05:49:47 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3cb2e01e: startup date [Fri Apr 08 05:49:47 UTC 2022]; root of context hierarchy
2022-04-08 05:49:47 [http-nio-8888-exec-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@3cb2e01e: startup date [Fri Apr 08 05:49:47 UTC 2022]; root of context hierarchy
2022-04-08 05:50:02 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@57c1b0d9: startup date [Fri Apr 08 05:50:02 UTC 2022]; root of context hierarchy
2022-04-08 05:50:02 [http-nio-8888-exec-6] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@57c1b0d9: startup date [Fri Apr 08 05:50:02 UTC 2022]; root of context hierarchy
2022-04-08 05:50:18 [http-nio-8888-exec-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6a98be37: startup date [Fri Apr 08 05:50:18 UTC 2022]; root of context hierarchy
